symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
STT,02111,Financial Services,39146.0,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide. It offers investment servicing products and services, including custody; product accounting; daily pricing and administration; master trust and master custody; depotbank; record-keeping; cash management; foreign exchange, brokerage, and other trading services; securities finance; deposit and short-term investment facilities; loans and lease financing; investment manager and alternative investment manager operations outsourcing; performance, risk, and compliance analytics; and financial data management to support institutional investors. The company also engages in the provision of portfolio management and risk analytics, as well as trading and post-trade settlement services with integrated compliance and managed data throughout. In addition, it provides investment management strategies and products, such as core and enhanced indexing, multi-asset strategies, active quantitative and fundamental active capabilities, and alternative investment strategies. Further, the company offers services and solutions, including environmental, social, and governance investing; defined benefit and defined contribution; and global fiduciary solutions, as well as exchange-traded fund under the SPDR ETF brand. The company provides its products and services to mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, foundations, endowments, and investment managers. State Street Corporation was founded in 1792 and is headquartered in Boston, Massachusetts.",Boston,617 786 3000,MA,United States,[],http://www.statestreet.com,1,State Street Financial Center,Asset Management,0.0,0.20275,0.0,-13168000000.0,0.057,0.28243,,86.0,buy,11615000000.0,,97.0,88.97,0.113,,0.00782,15.0,99.8,,0.09488,122.0,130531999744.0,26623000576.0,11708999680.0,380.002,USD,33.403,,2.3,NYQ,State Street Corporation,State Street Corporation,America/New_York,EST,True,-18000000.0,EQUITY,finmb_188785,us_market,,-6.167,,,,,8.02,,347768000.0,,,,66.169,4201435.0,0.0115,,1609372800.0,0.87135005,2232000000.0,6.07,,,1.3445874,0.00437,1672444800.0,,1625011200.0,1.68,1628812800.0,325417675.0,1.560043,-72206237696.0,2,,991267200.0,2:1,,,,0.099,2.6424904,1631664000.0,0.83,,11.093515,,0.0115,3927897.0,,,,96.19,96.43,86.7576,0.021623868,0.3312,,91.43,,1416260.0,96.19,93.4722,2.08,96.43,,1416260.0,,,2.28,1632960000.0,,,88.63,USD,14.6573305,4767068.0,,,,30940919808.0,,,2356869.0,88.63,88.97,900.0,4767068.0,100.69,,2.43,68.8,89.16,False,0.026300002,800.0,91.43,88.97,https://logo.clearbit.com/statestreet.com,One Lincoln Street,,,,,9d82ed81-6b6f-3b88-986b-476e7740c977,,,,,,,,,,,,
STE,D02 R296,Healthcare,13000.0,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates in three segments: Healthcare, Applied Sterilization Technologies, and Life Sciences. The Healthcare segment offers cleaning chemistries and sterility assurance products; accessories for gastrointestinal (GI) procedures, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in the operating room, including surgical tables, lights, and connectivity solutions, as well as equipment management services. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services; preventive maintenance programs and repair services; instrument and endoscope repair and maintenance services; and custom process improvement consulting and outsourced instrument sterile processing services. This segment offers its products and services to acute care hospitals and other healthcare settings. The Applied Sterilization Technologies segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of approximately 50 contract sterilization and laboratory facilities. The Life Sciences segment designs, manufactures and sells consumable products, such as formulated cleaning chemistries, barrier and sterility assurance products, steam and vaporized hydrogen peroxide sterilizers, and washer disinfectors. This segment also offers equipment installation, maintenance, upgradation, repair, and troubleshooting services; and preventive maintenance programs and repair services. The company is based in Dublin, Ireland.",Dublin,353 1 232 2000,,Ireland,[],http://www.steris.com,1,70 Sir John Rogersonâs Quay,Medical Devices,0.26417,0.08394,0.44252,652944000.0,0.448,0.18964,900020992.0,239.0,buy,1368778000.0,123676624.0,250.0,218.53,,1.754,0.046240002,5.0,249.6,58.29,0.05666,255.0,534774016.0,3838414080.0,3407009024.0,5.361,USD,39.387,1.116,1.6,NYQ,STERIS plc (Ireland),STERIS plc,America/New_York,EST,False,-18000000.0,EQUITY,finmb_34783,us_market,,7.267,,27.509,,,8.32,,99676800.0,,,,45.47,971969.0,0.0097,,1617148800.0,0.93999,285996000.0,4.63,,,4.806026,0.00316,1680220800.0,,1625011200.0,2.01,1627603200.0,99408787.0,0.550218,24758257664.0,2,,904003200.0,2:1,,,,,6.3933997,1630368000.0,2.82,,26.265625,,0.0107,1075070.0,,,,231.55,232.01,207.50145,0.006780393,0.479,,227.19,,444280.0,231.55,224.3664,1.57,232.01,,444280.0,,,1.72,1630540800.0,,,217.6,USD,47.198704,1245079.0,,,,21782370304.0,,,476036.0,217.6,217.94,1300.0,1245079.0,237.35,,1.11,170.36,217.79,False,0.008,800.0,227.19,218.53,https://logo.clearbit.com/steris.com,Dublin 2,,,,,e14378b8-12ac-3007-be88-db01b8034353,,,,,,,,,,,,
SYK,49002,Healthcare,43000.0,"Stryker Corporation operates as a medical technology company. The company operates through three segments: Orthopaedics, MedSurg, and Neurotechnology and Spine. The Orthopaedics segment provides implants for use in hip and knee joint replacements, and trauma and extremities surgeries. The MedSurg segment offers surgical equipment and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, reprocessed and remanufactured medical devices, and other medical device products that are used in various medical specialties. The Neurotechnology and Spine segment provides neurotechnology products, which include products used for minimally invasive endovascular techniques; products for brain and open skull based surgical procedures; orthobiologic and biosurgery products, such as synthetic bone grafts and vertebral augmentation products; and minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke. This segment also offers spinal implant products comprising cervical, thoracolumbar, and interbody systems that are used in spinal injury, deformity, and degenerative therapies. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Kalamazoo, Michigan.",Kalamazoo,269 385 2600,MI,United States,[],http://www.stryker.com,1,2825 Airview Boulevard,Medical Devices,0.27976,0.12821999,0.65001,3396000000.0,0.554,0.22202,4544999936.0,239.0,buy,9158000000.0,3238500096.0,289.0,236.63,,2.124,0.06917,24.0,287.67,92.142,0.15677,311.0,2324999936.0,12734000128.0,16245999616.0,6.169,USD,43.179,1.185,2.2,NYQ,Stryker Corporation,Stryker Corporation,America/New_York,EST,True,-18000000.0,EQUITY,finmb_94614,us_market,,6.866,,24.543,,,10.34,,376748000.0,,,,35.838,3372790.0,0.009,,1609372800.0,0.75259,2083000064.0,3.69,,,6.602768,0.0731,1672444800.0,,1625011200.0,3.14,1623715200.0,333424585.0,,111550111744.0,2,,1084752000.0,2:1,,,,,5.4895806,1626307200.0,2.23,,22.884912,,0.0097,3128570.0,,,,262.06,262.61,258.92096,0.009196368,0.65309995,,244.9,,1382170.0,262.06,266.1462,2.41,262.61,,1382170.0,,,2.52,1624924800.0,,,236.1816,USD,64.12737,1798294.0,,,,89183723520.0,,,1104903.0,236.1816,238.77,1100.0,1798294.0,281.16,,1.11,220.9,237.34,False,0.0094,800.0,244.9,236.63,https://logo.clearbit.com/stryker.com,,269 385 1062,,,,b9837935-4aa5-32a4-a908-5a60748ac1d1,,,,,,,,,,,,
SIVB,95054-1191,Financial Services,6208.0,"SVB Financial Group, a diversified financial services company, provides various banking and financial products and services. The company operates through four segments: Global Commercial Bank, SVB Private Bank, SVB Capital, and SVB Leerink. The Global Commercial Bank segment offers deposit products, such as business and analysis checking, money market, multi-currency, in-country bank, and sweep accounts, as well as merchant, remote capture, lockbox, electronic deposit capture, and fraud control services; credit solutions comprising term loans, equipment and asset-based loans, revolving lines of credit, and credit card programs, as well as mezzanine lending, acquisition finance, and corporate working capital facilities; and payment and cash management products and services, including wire transfer and automated clearing house payment, bill pay, debit and credit cards, account analysis, and disbursement, as well as online and mobile banking services. This segment also provides foreign exchange services; export, import, and standby letter of credit; investment services and solutions; investment advisory services; vineyard development loans; and debt fund investment services. The SVB Private Bank segment offers private banking services, such as mortgages, home equity and capital call lines of credit, restricted stock purchase loans, and other secured and unsecured lending products, as well as cash and wealth management services. The SVB Capital segment provides venture capital investment services that manage funds on behalf of third party limited partner investors. The SVB Leerink segment engages in equity and convertible capital markets, mergers and acquisitions, equity research and sales, trading, and investment banking services. It operates through 30 offices in the United States; and offices in Canada, the United Kingdom, Israel, Germany, Denmark, India, Hong Kong, and China. SVB Financial Group was founded in 1983 and is headquartered in Santa Clara, California.",Santa Clara,408 654 7400,CA,United States,[],http://www.svb.com,1,3003 Tasman Drive,Banks—Regional,0.0,0.32757,0.0,1521486976.0,0.37,0.52456003,,574.0,buy,3746904000.0,,655.0,692.33,-0.263,,0.0146200005,20.0,666.65,,0.18591999,841.0,7121999872.0,2686000128.0,5593904128.0,121.355,USD,103.526,,2.3,NMS,SVB Financial Group,SVB Financial Group,America/New_York,EST,True,-18000000.0,EQUITY,finmb_187662,us_market,,7.41,,,,,25.7,,54315100.0,,,,163.246,474427.0,0.0081,,1609372800.0,0.93153,1787217024.0,30.383,,,4.2410226,0.00364,1672444800.0,,1632960000.0,1.56,1634256000.0,58407453.0,1.935064,41452081152.0,2,,958435200.0,2:1,,,,-0.132,6.722313,1636934400.0,2.32,,26.93891,,0.009,711408.0,,,,745.26,750.0,590.2555,,0.0,,754.835,,315260.0,745.26,701.248,,750.0,,315260.0,,,,697680000.0,,,742.49,USD,22.786757,662675.0,,,,37603975168.0,,,341460.0,742.49,717.54,800.0,662675.0,763.22,,,337.83,691.7,False,,1400.0,754.835,692.33,https://logo.clearbit.com/svb.com,,408 496 2405,,,,04cb015c-e7ee-3e85-9811-3ecf8b57ba13,,,,,,,,,,,,
SYF,06902,Financial Services,16500.0,"Synchrony Financial operates as a consumer financial services company in the United States. It provides a range of specialized financing programs and consumer banking products to digital, retail, home, auto, travel, health, and pet industries. The company also offers private label credit cards, dual cards, general purpose co-branded credit cards, and small and medium-sized business credit products; and promotional financing for consumer purchases, such as private label credit cards, dual cards, and installment loans. In addition, it provides promotional financing to consumers for health, veterinary and personal care procedures, and services and products, such as dental, vision, audiology, and cosmetic; debt cancellation products; and deposit products, including certificates of deposit, individual retirement accounts, money market accounts, and savings accounts to retail and commercial customers, as well as accepts deposits through third-party securities brokerage firms. The company offers its credit products through programs established with a group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations, and healthcare service providers; and deposit products through various channels, such as digital and print. Synchrony Financial was incorporated in 2003 and is headquartered in Stamford, Connecticut.",Stamford,203-585-2400,CT,United States,[],http://www.synchrony.com,1,777 Long Ridge Road,Credit Services,0.0,0.40173998,0.0,6848999936.0,1.478,0.57307,,49.0,buy,5852000000.0,,57.0,44.79,34.333,,0.03519,19.0,56.95,,0.25429,65.0,11116999680.0,13457000448.0,8258999808.0,19.514,USD,14.192,,2.1,NYQ,Synchrony Financial,Synchrony Financial,America/New_York,EST,True,-18000000.0,EQUITY,finmb_260334235,us_market,,3.818,,,,,5.41,,581598976.0,,,,21.863,9483143.0,0.0166,,1609372800.0,1.00164,3276999936.0,3.558,,,2.0486667,0.0039,1672444800.0,,1625011200.0,1.9,1628812800.0,565500434.0,1.765079,31530471424.0,2,,,,,,,24.875,3.154113,1631664000.0,0.2,,8.279113,,0.0188,10492957.0,,,,48.59,48.68,46.39325,0.018110722,0.1574,,46.64,,4189190.0,48.59,49.1552,0.88,48.68,,4189190.0,,,0.88,1627603200.0,,,44.41,USD,12.588532,13313647.0,,,,26049818624.0,,,4952088.0,44.41,44.79,1000.0,13313647.0,52.49,,2.25,31.03,45.0,False,0.0176,1400.0,46.64,44.79,https://logo.clearbit.com/synchrony.com,,,,,,9d8744fb-a186-3d5c-997b-e6eb37ad99bb,,,,,,,,,,,,
SNPS,94043,Technology,15036.0,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. It offers Fusion Design Platform, a digital design implementation solution; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. The company also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating point components, and Arm AMBA interconnect fabric and peripherals. It offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. The company provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. It offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle; manufacturing solutions; and professional and other services. It has a collaboration with IBM Research's AI Hardware Center to advance the development of chip architectures and design methodologies critical to the next generation of AI chips; and with Spirent Communications plc. Synopsys, Inc. was founded in 1986 and is headquartered in Mountain View, California.",Mountain View,650 584 5000,CA,United States,[],http://www.synopsys.com,1,690 East Middlefield Road,Software—Infrastructure,0.22311,0.18481001,0.80263,1324214016.0,0.096,0.18527001,909649984.0,184.0,buy,2943043000.0,1073615872.0,340.0,341.0,-0.216,1.184,0.05847,17.0,325.59,13.076,0.15411,350.0,1530168064.0,674084992.0,4077212928.0,10.034,USD,26.727,1.024,1.9,NMS,"Synopsys, Inc.","Synopsys, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_35028,us_market,,11.11,,49.798,,,7.37,,152575008.0,,,,33.353,1563857.0,0.010299999,,1604102400.0,0.90063006,753523968.0,5.138,,,10.223968,0.00634,1667174400.0,,1627689600.0,2.07,1628812800.0,151505386.0,1.079148,45298417664.0,2,,1064361600.0,2:1,,,,-0.215,12.760696,1631664000.0,3.09,,46.268658,,0.0116,1545297.0,,,,353.92,355.0,282.7596,,0.0,,354.76,,537650.0,353.92,323.6976,,355.0,,537650.0,,,,,,,340.51,USD,66.36823,1320978.0,,,,52028076032.0,,,628625.0,340.51,348.7,1300.0,1320978.0,361.22,,,217.69,338.0,False,,800.0,354.76,341.0,https://logo.clearbit.com/synopsys.com,,,,,,9ccb8dc8-8e36-3ccd-8fe9-f8920d57610c,,,,,,,,,,,,
SYY,77077-2099,Consumer Defensive,57000.0,"Sysco Corporation, through its subsidiaries, markets and distributes a range of food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through three segments: U.S. Foodservice Operations, International Foodservice Operations, SYGMA, and Other. The company distributes frozen foods, such as meats, seafood, fully prepared entrees, fruits, vegetables, and desserts; canned and dry foods; fresh meats and seafood; dairy products; beverage products; imported specialties; and fresh produce. It also supplies various non-food items, including paper products comprising disposable napkins, plates, and cups; tableware consisting of China and silverware; cookware, which include pots, pans, and utensils; restaurant and kitchen equipment and supplies; and cleaning supplies. The company serves restaurants, hospitals and nursing homes, schools and colleges, hotels and motels, industrial caterers, and other foodservice venues. As of June 27, 2020, it operated 326 distribution facilities. Sysco Corporation was founded in 1969 and is headquartered in Houston, Texas.",Houston,281 584 1390,TX,United States,[],http://www.sysco.com,1,1390 Enclave Parkway,Food Distribution,0.03293,-0.00557,0.18186001,2019995008.0,-0.137,0.01668,1449677952.0,80.0,buy,9901664000.0,1775719168.0,91.5,70.04,,1.653,0.02161,10.0,90.2,937.366,-0.14055,97.0,4911593984.0,13404972032.0,44027514880.0,9.601,USD,86.39,1.161,2.5,NYQ,Sysco Corporation,Sysco Corporation,America/New_York,EST,True,-18000000.0,EQUITY,finmb_189096,us_market,,1.049,,31.852,,,3.32,,511582016.0,,,,2.729,9407554.0,0.0184,,1593216000.0,0.81935996,-245303008.0,-0.481,,,25.66508,0.00148,1656288000.0,,1616803200.0,3.79,1623715200.0,510661052.0,1.42383,46175162368.0,2,,977097600.0,2:1,,,,,0.8138367,1626307200.0,0.42,,21.096386,,0.019299999,6813012.0,,,,75.66,75.7,78.70315,0.02379064,,,72.845,,2444200.0,75.66,78.7458,1.8,75.7,,2444200.0,,,1.88,1625097600.0,,,69.91,USD,,4557541.0,,,,35831205888.0,,,2215246.0,69.91,71.17,1000.0,4557541.0,86.73,,2.36,68.9,69.93,False,0.0256,800.0,72.845,70.04,https://logo.clearbit.com/sysco.com,,,,,,e0cf2875-acb2-38f7-b3f5-96be2b2ce9aa,,,,,,,,,,,,
TMUS,98006-1350,Communication Services,75000.0,"T-Mobile US, Inc., together with its subsidiaries, provides mobile communications services in the United States, Puerto Rico, and the United States Virgin Islands. The company offers voice, messaging, and data services to 102.1 million customers in the postpaid, prepaid, and wholesale markets. It also provides wireless devices, including smartphones, wearables, and tablets and other mobile communication devices, as well as wireless devices and accessories. In addition, the company offers services, devices, and accessories under the T-Mobile and Metro by T-Mobile brands through its owned and operated retail stores, app and customer care channels, and its websites. It also sells its devices to dealers and other third party distributors for resale through independent third-party retail outlets and various third-party websites. As of December 31, 2020, it operated approximately 108,000 macro towers and 69,000 small cell/distributed antenna system sites; and approximately 3,400 T-Mobile and Metro by T-Mobile retail locations, including stores and kiosks. The company was founded in 1994 and is headquartered in Bellevue, Washington.",Bellevue,425 378 4000,WA,United States,[],http://www.t-mobile.com,1,12920 SE 38th Street,Telecom Services,0.34206,0.04934,0.57543,13685999616.0,0.129,0.13109,27132999680.0,129.0,buy,40783000000.0,-3324124928.0,170.0,108.81,7.785,0.942,0.033210002,29.0,171.03,164.076,0.06,250.0,7792999936.0,110702002176.0,79321997312.0,6.245,USD,63.799,0.761,1.9,NMS,"T-Mobile US, Inc.","T-Mobile US, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_93339,us_market,,3.334,,9.746,,,3.36,,1246809984.0,,,,52.62,21878790.0,0.0175,,1609372800.0,0.42188,3913999872.0,2.647,,,2.0678449,0.52653,1672444800.0,,1625011200.0,4.58,1628812800.0,691273503.0,0.548034,264433287168.0,2,,1367366400.0,1:2,,,,7.891,1.7103124,1631664000.0,1.38,,32.38393,,0.0317,11971612.0,,,,117.19,116.72,132.03355,,0.0,,117.43,,4800970.0,117.19,120.1214,,116.72,,4800970.0,,,,1367366400.0,,,115.29,USD,41.10691,10008173.0,,,,135665393664.0,,,5376663.0,115.29,108.8,900.0,10008173.0,150.2,,,110.33,109.37,False,,800.0,117.43,108.81,https://logo.clearbit.com/t-mobile.com,,,,,,ce5c4301-b193-3ec5-9bb5-27c98f068bd5,,,,,,,,,,,,
TROW,21202,Financial Services,7804.0,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; New York, New York; Philadelphia, Pennsylvania; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, and Amsterdam, Netherlands.",Baltimore,410-345-2000,MD,United States,[],http://www.troweprice.com,1,100 East Pratt Street,Asset Management,0.49835998,0.42227,0.59523,2080199936.0,0.363,0.47088,3530800128.0,145.0,hold,3590300000.0,2955662592.0,209.5,199.95,0.357,1.897,0.20091,10.0,201.5,1.579,0.38951,227.0,3514899968.0,138500000.0,7084800000.0,15.488,USD,31.197,1.897,3.0,NMS,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_23217,us_market,,6.413,,12.869,,,12.85,,226856000.0,,,,35.286,6907391.0,0.0304,,1609372800.0,0.74017996,2910500096.0,11.776,,,5.6665535,0.0095999995,1672444800.0,,1625011200.0,9.71,1628812800.0,224406540.0,1.189956,45437607936.0,2,,1151280000.0,2:1,,,,0.353,6.402419,1631664000.0,1.09,,15.56031,,0.0307,6216535.0,,,,211.09,211.91,195.8314,0.017907053,0.31280002,,207.03,,805510.0,211.09,206.773,3.78,211.91,,805510.0,,,4.32,1631577600.0,,,198.78,USD,16.97945,1726646.0,,,,45359857664.0,,,1033271.0,198.78,202.61,1200.0,1726646.0,224.56,,2.55,144.39,195.0,False,0.020499999,900.0,207.03,199.95,https://logo.clearbit.com/troweprice.com,,,,,,4b1466dc-169a-3dd0-8cf2-ee11f3a48b26,,,,,,,,,,,,
TTWO,10036,Communication Services,6495.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, Social Point, and Playdots labels. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content. The company also develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. In addition, the company publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. Further, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. It also offers Kerbal Space Program, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division. Additionally, the company offers free-to-play mobile games, such as Dragon City and Monster Legends, as well as Two Dots mobile game. Its products are designed for console gaming systems, including PlayStation 4; Xbox One; the Nintendo Switch; and personal computers comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",New York,646 536 2842,NY,United States,[],http://www.take2games.com,1,110 West 44th Street,Electronic Gaming & Multimedia,0.25131,0.16715,0.60618997,569251968.0,0.02,0.21779,847369984.0,175.0,buy,1876760000.0,441528864.0,215.0,165.88,-0.897,1.653,0.073699996,24.0,212.79,6.9,0.17693001,253.0,2297531904.0,239399008.0,3371864064.0,21.018,USD,29.222,1.25,2.1,NMS,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",America/New_York,EST,False,-18000000.0,EQUITY,finmb_371281,us_market,,4.716,,18.768,,,7.05,,116171000.0,,,,30.518,1798008.0,0.0156,,1617148800.0,0.893,563612992.0,5.09,,,5.435481,0.010629999,1680220800.0,,1632960000.0,1.43,1634256000.0,103150675.0,0.607272,15903215616.0,2,,1113264000.0,3:2,,,,-0.896,5.7150717,1636934400.0,2.88,,23.529078,,0.0176,2890816.0,,,,177.04,176.91,172.20625,,0.0,,171.7725,,1442660.0,177.04,170.7764,,176.91,,1442660.0,,,,,,,165.4,USD,32.58939,2341321.0,,,,19270445056.0,,,1285920.0,165.4,170.3,2200.0,2341321.0,214.91,,,144.58,164.56,False,,800.0,171.7725,165.88,https://logo.clearbit.com/take2games.com,,,,,,c684de9e-6837-3ad1-bee4-863a7e546dff,,,,,,,,,,,,
